Expediente|Numero|Inscripcion|Fojas|Tomo|Libro|Predio|Fecha|Lugar|Observaciones
43286|1|938|123 VTA|141|1||10/7/08 000000|HUEJOTZINGO, PUE|
43263|1|941|123 vta|141|1||10/7/08 000000|HUEJOTZINGO, PUE|
43397|1|333|84 VTA|239|1||22/7/08 000000|CHOLULA, PUE|
43260|1|976|128 VTA|141|1||18/7/08 000000|HUEJOTZINGO, PUE|
42977|1|945|124 FTE|141|1||11/7/08 000000|HUEJOTZINGO, PUE|
40407|1|875|221|201|1||16/5/05 000000|CHOLULA, PUEBLA|
40387|1|1125|140|136|1||10/6/05 000000|HUEJOTZINGO, PUEBLA|
40377|1|808761|347/357|480/2005|5|206154|6/6/05 000000|PUEBLA|
40367|1|204|70|2|1||12/5/05 000000|TLAXCALA|
40357|1|31816|||||1/5/05 000000|HUEJOTZINGO, PUEBLA|
40347|1|871|108|136|1||17/5/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40337|1|1029|128|136|1||1/6/05 000000|HUEJOTZINGO, PUEBLA|
40327|1|857|106|136|1||17/5/05 000000|HUEJOTZINGO, PUEBLA|
40317|1|897||137|1||18/1/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40307|1|1033|128|136|1||1/6/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40297|1|798891|412/425|310/2005|5|246650|28/4/05 000000|PUEBLA|
40267|1|801678|30/49|360/2005|5|43032|19/5/05 000000|PUEBLA|
40257|1|652||136|1||20/4/05 000000|HUEJOTZINGO, PUEBLA|
40247|1|627||2005|||15/4/05 000000|PUEBLA|
40237|1|663||136|1||21/4/05 000000|HUEJOTZINGO, PUEBLA|
40227|1|657||136|1||20/4/05 000000|HUEJOTZINGO, PUEBLA|
40207|1|179||137|1||18/10/05 000000|SAN SALVADOR EL VERDE, PUEBLA|
40197|1|2373-6|||||9/2/05 000000|PUEBLA|
40187|1|267||136|1||11/3/05 000000|SAN LUCAS ATOYATENCO, PUEBLA|
40177|1|1277|159|136|1||28/6/05 000000|HUEJOTZINGO, PUEBLA|
40167|1|66|24|200|1||22/3/05 000000|CHOLULA, PUEBLA|
40157|1|979|122|136|1||27/5/05 000000|HUEJOTZINGO, PUEBLA|
40147|1|1465|182|136|1||14/7/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40137|1|4|136||1||16/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40117|1|1416|176|136|1||8/7/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40107|1|1243||135|1||7/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40097|1|6||136|1||16/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40077|1|784||136|1||4/5/05 000000|HUEJOTZINGO, PUEBLA|
40067|1|1167||135|1||26/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40057|1|124||136|1||1/3/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40037|1|1095||135|1||20/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40027|1|552||14|2||21/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40017|1|1087||135|1||20/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40007|1|473||14|2||17/12/04 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39997|1|1089||135|1||20/1/05 000000|TEXMELUCAN, PUEBLA|
39987|1|868|207|136|1||17/5/05 000000|HUEJOTZINGO, PUEBLA|
39977|1|970||135|1||12/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39967|1|857||135|1||17/12/04 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39957|1|997||135|1||13/1/05 000000|PUEBLA|
39947|1|999||135|1||14/1/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39937|1|853||135|1||17/12/04 000000|PUEBLA|
39927|1|846||135|1||17/12/04 000000|SAN MATIAS TLALANCALECA, PUEBL|
39917|1|380||135|1||8/11/04 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39907|1|810242|65/68|504/2005|5|151728|14/7/05 000000|PUEBLA|
39897|1|665||135|1||6/12/04 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39887|1|716||135|1||8/12/04 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
39877|1|668||135|1||6/12/04 000000|TEXMELUCAN, PUEBLA|
43356|1|407|213|148|1||15/7/08 000000|ATLIXCO, PUE|
43229|1|1006516||||52617|9/7/08 000000|PUEBLA, PUE|
43159|2|1007220||||399115|10/7/08 000000|PUEBLA, PUE|MARIA RICARDA
43159|1|1007220||||399116|10/7/08 000000|PUEBLA, PUE|JOSE ANGEL
43195|1|1007221||||399109|10/7/08 000000|PUEBLA, PUE|
43300|1|1006500||||394902|9/7/08 000000|PUEBLA, PUE|
43301|1|1007274||||393388|10/7/08 000000|PUEBLA, PUE|
43395|1|324|163|40|2||15/7/08 000000|ATLIXCO, PUE|
43323|1|1007608||||75093|11/7/08 000000|PUEBLA, PUE|
43341|1|114|29 VTA|239|1||11/7/08 000000|CHOLULA, PUE|
43251|1|1006517||||170911|9/7/08 000000|PUEBLA, PUE|
43362|1|115|30|239|1||11/7/08 000000|CHOLULA, PUE|
40766|5|10|138|138|1||3/3/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40766|4|9||138|1||3/3/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40766|3|8||138|1||3/3/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40766|2|7||138|1||3/3/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40766|1|6||138|1||3/3/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40746|1|349||137|1||7/11/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40736|1|2033|20||||3/10/05 000000|DISTRITO DE HIDALGO, TLAXCALA|
40726|1|344||137|1||7/11/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40716|1|833266|409/425|1009/2005|5|362272|5/12/05 000000|PUEBLA|
40706|1|298|76|205|1||6/9/05 000000|PUEBLA|
40696|1|815084|360/366|601/2005||23441|17/8/05 000000|PUEBLA|
40686|1|123||137|1||12/10/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40666|1|812573|395/398|545/2005|5|39429|2/8/05 000000|PUEBLA|
40656|1|122||137|1||12/10/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40646|1|824687||823/2005|5|249514|12/10/05 000000|PUEBLA|
40636|1|1866|232|136|1||21/9/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40626|1|810899||||223303|19/7/05 000000|PUEBLA|
40616|1|1421|180|135|1||7/9/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40606|1|249||137|1||24/10/05 000000|HUEJOTZINGO, PUEBLA|
40596|1|249||137|1||24/10/05 000000|HUEJOTZINGO, PUEBLA|
40586|1|814498|231/274|590/2005|5|349040|12/8/05 000000|PUEBLA|
40576|1|1666|207|136|1||16/8/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40566|1|809308|127/131|489/2005|5|223423|7/7/05 000000|PUEBLA|
40556|1|1603|1|1|1||4/5/07 000000|TULA, HIDALGO|
40546|1|624|161|203|1||12/7/05 000000|SAN ANDRES CHOLULA, PUEBLA|
40536|1|806668|170/177|451/2005|5|151847|22/6/05 000000|PUEBLA|
40516|1|1282||136|1||28/6/05 000000|HUEJOTINGO, PUEBLA|
40506|1|227|62|61|2||22/6/05 000000|CHOLULA, PUEBLA|
40476|2|1469||130|1||14/7/05 000000|TEXMELUCAN, PUEBLA|
40476|1|823399|1/18|791/2005|5|359790|5/10/05 000000|PUEBLA|
40466|1|28|8|203|1||6/6/05 000000|CHOLULA, PUEBLA|
40456|1|1534|191|136|1||25/7/05 000000|TEXMELUCAN, PUEBLA|
40446|1|1629|203|136|1||9/8/05 000000|TEXMELUCAN, PUEBLA|
40436|1|248||137|1||24/10/05 000000|HUEJOTZINGO, PUEBLA|
40426|1|1193|148|136|1||21/6/05 000000|HUEJOTZINGO, PUEBLA|
40416|1|804242|102/112|406/2005|5|247456|6/6/05 000000|PUEBLA, PUEBLA|
43267|1|85|22 VTA|239|1||9/7/08 000000|CHOLULA, PUE|
43346|1|396802|||||9/7/08 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
43265|1|1006514|||||9/7/08 000000|PUEBLA, PUE|MAT 318/2008
43271|1|1004648||||304371|4/7/08 000000|PUEBLA, PUE|
43190|1|1006544||||173609|9/7/08 000000|PUEBLA, PUE|
42060|1|531|82 FTE|SECC I|VOL 9||25/6/08 000000|TLAXCALA|
43086|4|914|120 VTA|141|1||8/7/08 000000|HUEJOTZINGO, PUE|VIRGINIA CALDERON MELENDEZ
43086|3|913|119 FTE|141|1||8/7/08 000000|HUEJOTZINGO, PUE|CALIXTO CALDERON MELENDEZ
43086|2|912|119 FTE|141|1||8/7/08 000000|HUEJOTZINGO, PUE|ADELAIDA CALDERON MELENDEZ
43086|1|911|119 FTE|141|1||8/7/08 000000|HUEJOTZINGO, PUE|HERMINIO CALDERON MELENDEZ
43213|1|402|52 FTE|125|1||8/7/08 000000|HUEJOTZINGO, PUE|
43227|1|917|120 VTA|141|1||8/7/08 000000|HUEJOTZINGO, PUE|
43200|1|918|120 FTE|141|1||8/7/08 000000|HUEJOTZINGO, PUE|
43262|1|1005393||||88140|7/7/08 000000|PUEBLA, PUE|
43330|1|1005411||||124532|7/7/08 000000|PUEBLA, PUE|
43340|1|1005406||||260966|7/7/08 000000|PUEBLA, PUE|
43311|1|1005821||||393376|8/7/08 000000|PUEBLA, PUE|
43359|1|1005830||||16784|8/7/08 000000|PUEBLA, PUE|
43364|1|396522|||||7/7/08 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
42815|1|391|107 FTE|6|1 DE COMER||7/7/08 000000|HUEJOTZINGO, PUE|
40396|1|1129|140|136|1||10/6/05 000000|HUEJOTZINGO, PUEBLA|
40386|1|1181|147|136|1||21/6/05 000000|HUEJOTZINGO, PUEBLA|
40366|1|1284|160|136|1||28/6/05 000000|HUEJOTZINGO, PUEBLA|
40346|1|820||1|135||9/5/05 000000|HUEJOTZINGO, PUEBLA|
40336|1|1026|127|136|1||1/6/05 000000|HUEJOTZINGO, PUEBLA|
40316|1|33832-2|||||26/4/05 000000|PUEBLA|
40306|1|1034|128|136|1||1/6/05 000000|HUEJOTZINGO, PUEBLA|
40296|1|650||136|1||20/4/05 000000|HUEJOTZINO, PUEBLA|
40266|1|801851|348/359|362/2005|5|43032|20/5/05 000000|PUEBLA|
40256|1|788||136|1||4/5/05 000000|HUEJOTZINGO, PUEBLA|
40246|1|798902|424/444|315/2005|5|240674|28/4/05 000000|PUEBLA|
40236|1|664||136|1||21/4/05 000000|HUEJOTZINO, PUEBLA|
40226|1|600||14|2||23/2/05 000000|SAN MARTIN TEXMELUCAN PUEBLA|
40216|1|130||136|1||1/3/05 000000|HUEJOTZINGO, PUEBLA|
40206|1|797626|377/390|285/2005|5|350256|21/4/05 000000|PUEBLA|
40196|1|787924|1/8|109/2005|5|145397|14/2/05 000000|PUEBLA|
40186|1|379|98|60|2||12/2/05 000000|CHOLULA, PUEBLA|
40176|1|805198|466/992|420/2005|5|119947|10/6/05 000000|PUEBLA|
40166|1|323||6|1||21/2/05 000000|SAN MARTIN TEXMELUCAN PUEBLA|
40146|1|1083||2001|||8/2/05 000000|PUEBLA|
40136|1|1083||2001|||8/2/05 000000|PUEBLA|
40116|1|570|163|200|1||19/5/05 000000|CHOLULA, PUEBLA|
40106|1|791666|497/524|188/2005|5|27687|8/3/05 000000|PUEBLA|
40086|1|804249|113/129|406/2005|5|266993|6/6/05 000000|PUEBLA|
40076|1|786112|262/275|75/2005|2|23320|2/2/05 000000|PUEBLA|
40066|1|795839|494/586|256/2005|2|127245|11/4/05 000000|PUEBLA|
40056|1|852370|460/474|374|5|367348|7/4/06 000000|PUEBLA|
40026|1|786106|191/204|75/2005|2||2/2/05 000000|PUEBLA|
40016|1|820157||||54649|14/9/05 000000|PUEBLA|
40006|1|784105|70/123|33/2005|5|350175|19/1/05 000000|PUEBLA|
39996|1|774||137|1||6/1/06 000000|HUEJOTZINGO, PUEBLA|
39986|1|87|23|199|1||16/12/04 000000|CHOLULA, PUEBLA|
39976|1|778353|447/456|953/2004||247456|19/11/04 000000|PUEBLA|
39966|1|784063|87/98|32/2005|2|40325|18/1/05 000000|PUEBLA|
39956|1|781786|279/292|1016/2004||349095|17/12/04 000000|PUEBLA|
39946|1|786118|276/315|75/2005|2||2/2/05 000000|PUEBLA|
39936|1|9|23|199|1||16/12/04 000000|CHOLULA, PUEBLA|
39926|1|778365||||145785|25/11/04 000000|PUEBLA|
39916|1|780657|158/272|997/2004||116782|10/12/04 000000|PUEBLA|
39906|1|762|193|199|1||15/2/05 000000|SAN ANDRES CHOLULA, PUEBLA|
39896|1|844||135|1||17/12/04 000000|SAN MARTIN TEXMELUCAN PUEBLA|
39886|1|842||135|1||17/12/04 000000|SAN MARTIN TEXMELUCAN PUEBLA|
39876|1|722||135|1||8/12/04 000000|SAN MARTIN TEXMELUCAN PUEBLA|
43327|1|1004449||||62646|3/7/08 000000|PUEBLA, PUE|
43110|1|656|181|232|1||2/7/08 000000|CHOLULA, PUE|
43085|1|867|114 VTA|141|1||27/6/08 000000|HUEJOTZINGO, PUE.|
43107|1|866|114 VTA|141|1||27/6/08 000000|HUEJOTZINGO, PUE|
43172|1|851|112 VTA|141|1||26/6/08 000000|HUEJOTZINGO, PUE|
43218|1|852|112 VTA |141|1||26/6/08 000000|HUEJOTZINGO, PUE|
43254|1|848|111 FTE|141|1||26/6/08 000000|HUEJOTZINGO, PUE|
43256|1|855|112 FTE|141|1||26/6/08 000000|HUEJOTZINGO, PUE|
43369|1|260|131|40|2||2/7/08 000000|ATLIXCO, PUE|
43333|1|264|142|148|1||2/7/08 000000|ATLIXCO, PUE|
43343|1|265|142|148|1||2/7/08 000000|ATLIXCO, PUE|
43054|1|1002871||||24017|1/7/08 000000|PUEBLA, PUE|PREDIO ES FOLIO ELECTRONICO
42870|1|1002869||||24017|1/7/08 000000|PUEBLA, PUE|PREDIO ES FOLIO ELECTRONICO
41400|1|590||138|1||9/5/06 000000|HUEJOTZINGO, PUEBLA|
41390|1|176||138|1||23/3/06 000000|HUEJOTZINGO, PUEBLA|
41380|1|671||138|1||19/5/06 000000|HUEJOTZINGO, PUEBLA|
43202|1|1002237||||310322|30/6/08 000000|PUEBLA PUEBLA|
41370|1|358972|||||14/7/06 000000|PUEBLA, PUEBLA|
41360|1|356|165 VTA|XLII|1 AUXILIAR||20/2/06 000000|PUEBLA, PUEBLA|
41350|1|93|25 FTE|31|1||13/2/06 000000|HUEJOTZINGO, PUEBLA|
41340|1|842||138|1||9/6/06 000000|HUEJOTZINGO, PUEBLA|
41330|1|455|137|36|2||2/2/06 000000|ATLIXCO, PUEBLA|
41310|1|167||2006|||17/2/06 000000|PUEBLA, PUEBLA|
41300|1|33466|||||26/1/06 000000|HUEJOTZINGO, PUEBLA|CONTROL INTERNO 1
41290|1|454||138|1||26/4/06 000000|HUEJOTZINGO, PUEBLA|
43318|1|600|151 VTA|72|2||27/6/08 000000|CHOLULA, PUE|
43317|1|599|151|72|2||27/6/08 000000|CHOLULA, PUE|
43328|1|27823|||||30/6/08 000000|CHOLULA, PUE|FOLIO MERCANTIL ELECTRONICO
43230|1|423|122 VTA|232|1||27/6/08 000000|CHOLULA, PUE|
41260|1|925||137|1||20/1/06 000000|HUEJOTZINGO, PUEBLA|
41250|1|441||138|1||24/4/06 000000|HUEJOTZINGO, PUEBLA|
41240|1|862||138|1||13/6/06 000000|HUEJOTZINGO, PUEBLA|
42968|1|1001207||||6726|26/6/08 000000|PUEBLA, PUE|
43326|1|1001267|||||26/6/08 000000|PUEBLA, PUE|MAT 69-2000
43170|1|1000042||||54954|24/6/08 000000|PUEBLA, PUE|
43169|1|999997||||54954|24/6/08 000000|PUEBLA, PUE|
40775|1|232||138|1||29/3/06 000000|SAN MARTIN TEXMELUCAN PUEBLA|
40765|1|2||138|1||3/3/06 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40745|1|348||137|1||7/11/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40735|1|102||138|1||13/7/05 000000|HUEJOTZINGO, PUEBLA|
40705|1|824596||||151847|12/10/05 000000|PUEBLA|
40695|1|1873|233|136|1||22/9/05 000000|TLAHUAPAN, PUEBLA|
40685|1|1083||2001|||2/8/05 000000|PUEBLA|
40675|1|589|161|202|1||2/8/05 000000|CHOLULA, PUEBLA|
40665|1|344112|||||30/8/05 000000|PUEBLA|
40655|1|127||137|1||12/10/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40645|1|1424|181|135|1||7/9/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
41220|1|946||137|1||23/1/06 000000|HUEJOTZINGO, PUEBLA|
41210|1|856311|||||4/5/06 000000|PUEBLA, PUEBLA|
41200|1|850652||||327147|30/3/06 000000|PUEBLA, PUEBLA|
40615|1|1913|238|136|1||29/9/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40605|1|132||137|1||13/10/05 000000|HUEJOTZINGO, PUEBLA|
41190|1|1130|154 VTA| SECCION 1|VOL 116||10/7/06 000000|HIDALGO, TLAXCALA|
40595|1|686|187|202|1||9/8/05 000000|CHOLULA, PUEBLA|
40585|1|1550|193|136|1||27/7/05 000000|HUEJOTZINGO, PUEBLA|
40575|1|1665|207|136|1||6/8/05 000000|HUEJOTZINGO, PUEBLA|
41160|1|851932||||53391|6/4/06 000000|PUEBLA, PUEBLA|
40555|1|1690|210|136|1||16/8/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40545|1|813086|86/97|558/2005|5|228813|4/8/05 000000|PUEBLA|
41150|1|907033|14/26|195||198|27/2/07 000000|PUEBLA, PUEBLA|
41140|2|837043||||362065|6/1/06 000000|PUEBLA, PUEBLA|
41140|1|837043||||233423|6/1/06 000000|PUEBLA, PUEBLA|
40515|1|1281|1590|136|1||28/6/05 000000|HUEJOTZINO, PUEBLA|
40505|1|409|107|203|1||28/6/05 000000|CHOLULA, PUEBLA|
40495|1|407|106|203|1||28/6/05 000000|CHOLULA, PUEBLA|
40485|1|1276|159|136|1||28/6/05 000000|HUEJOTZINGO, PUEBLA|
40475|1|260|70|61|2||28/6/05 000000|CHOLULA, PUEBLA|
41130|1|841509|||2|281281|3/2/06 000000|PUEBLA, PUEBLA|
40465|1|1435|179|136|1||12/7/05 000000|HUEJOTZINO, PUEBLA|
41120|1|558|286 VTA|8|4||16/6/06 000000|HUEJOTZINGO, PUEBLA|
40455|1|1535|191|136|1||25/6/05 000000|HUEJOTZINGO, PUEBLA|
40445|1|1431|178|136|1||12/6/05 000000|SAN LUCAS ATOYATENCO, SAN MART|
40435|1|3193-6|||||2/6/05 000000|HUEJOTZINO, PUEBLA|
40425|1|1192|148|136|1||21/6/05 000000|HUEJOTZINGO, PUEBLA|
43119|1|39356|||||16/6/08 000000|HUEJOTZINGO, PUE|FOLIO MERCANTIL ELECTRONICO
43101|1|743|98 FTE|141|1||16/6/08 000000|HUEJOTZINGO, PUE|
43151|2|160972||||22146|20/6/08 000000|TECALI, PUE|
43151|1|160969||||22146|20/6/08 000000|TECALI, PUE|
40405|1|799720|422|325|5|223423|4/5/05 000000|PUEBLA|
40395|1|1083||2001|||21/8/05 000000|PUEBLA|
40385|1|1036|129|136|1||1/6/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40375|1|206|100|XLII|1||4/5/05 000000|PUEBLA|
40355|1|188|93|17|1||14/4/05 000000|PUEBLA|
40345|1|3178-6|||||29/4/05 000000|PUEBLA|
40335|1|33894-2|||||11/5/05 000000|PUEBLA|
40315|1|809|204|201|1||11/5/05 000000|CHOLULA, PUEBLA|
40295|1|33903-2|||||11/5/05 000000|PUEBLA|
40285|1|248|69|135|1||15/6/05 000000|ATLIXCO, PUEBLA|
40275|1|866|107|136|1||17/5/05 000000|HUEJOTZINGO, PUEBLA|
40245|1|790897|424/444|318|5|240674|28/4/05 000000|PUEBLA|
40235|1|798817|74/88|309|5|222763|28/4/05 000000|PUEBLA|
43314|1|997336||||304332|18/6/08 000000|PUEBLA PUEBLA|
40743|1|350||137|1||7/11/05 000000|SN LUCAS ATOYATENCO, TEXMELUCA|
40733|1|999|129 FTE.|125|1||20/9/05 000000|STA RITA TLAHUAPAN, HUEJOTZING|
40713|1|183||137|1||19/10/05 000000|STA CATARINA HUEYATZACOALCO, T|
40703|1|164||137|1||14/10/05 000000|SN CRISTOBAL TEPATLAXCO, TEXME|
40693|1|126||137|1||12/10/05 000000|TEXMELUCAN, PUE.|
40673|1|1870|233 FTE.|136|1||22/9/05 000000|SN RAFAEL TLANALAPAN, MPO SN M|
42954|1|996690||||14941|17/6/08 000000|PUEBLA, PUE|
40643|1|630|630 FTE.|1|||8/9/05 000000|STA. CATARINA HUEYATZACOALCO, |
40633|1|31346|||||15/7/05 000000|HUEJOTZINGO, PUE.|
40613|1|1458|185 FTE.|135|1||8/9/05 000000|SN BALTAZAR TEMAXCALAC, PUEBLA|
40593|1|858195|||||17/5/06 000000|PUEBLA, PUE.|
40583|1|814665|430/441|593/2005|5||12/8/05 000000|PUEBLA, PUE.|
43305|1|27753|||||17/6/08 000000|CHOLULA, PUE|FOLIO MERCANTIL ELECTRONICO
43306|1|26103|||||17/6/08 000000|CHOLULA, PUE|FOLIO MERCANTIL ELECTRONICO
41060|1|1415||137|1||2/3/06 000000|HUEJOTZINGO, PUEBLA|
41050|1|837868||||240215|13/1/06 000000|PUEBLA, PUEBLA|
41040|1|192|97 FTE|1|VI ||26/1/06 000000|CHIAUTLA DE TAPIA, PUEBLA|
40553|1|828|160 VTA.|50|I||14/10/05 000000|ACATLAN DE OSORIO, PUE.|
41030|1|145||15|2||22/11/05 000000|HUEJOTZINGO, PUEBLA|
41020|1|498|132|207|1||7/12/05 000000|CHOLULA, PUEBLA|
41000|1|837067||||103875|6/1/06 000000|PUEBLA, PUEBLA|
40990|1|1453||138|1||18/8/06 000000|HUEJOTZINGO, PUEBLA|
40543|1|565|74 FTE.|SEC. 1a.|||18/11/05 000000|XICOHTZINGO, DISTRITO DE ZARAG|VOL. 75
40960|1|80||15|2||18/10/05 000000|HUEJOTZINGO, PUEBLA|
40950|1|337|91/6|204|1||6/10/05 000000|CHOLULA, PUEBLA|
40533|1|806247|14/17|440/2005|5 C.||17/6/05 000000|PUEBLA, PUE.|
40513|1|993|167 V.|14|2||28/6/05 000000|SAN MARTIN TEXMELUCAN, PUE.|
40493|1|93||137|1||10/10/05 000000|PUEBLA, PUE.|
40483|1|1196|149 F|136|1||21/6/05 000000|HUEJOTZINGO, PUE.|
40473|1|1110|138 FTE.|136|1||9/6/05 000000|HUEJOTZINGO, PUE.|
43257|1|995244||||392844|13/6/08 000000|PUEBLA, PUE|
43335|1|394682|||||17/6/08 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
43312|1|394672|||||17/6/08 000000|PUEBLA, PUE|FOLIO MERCANTIL ELECTRONICO
43302|1|995274||||266190|13/6/08 000000|PUEBLA, PUE|
40463|1|3195-6|||||2/6/05 000000|HUEJOTZINGO, PUE.|
40453|1|813149|4/20|560/2005|5 C.||3/8/05 000000|PUEBLA, PUE.|
40433|1|803890|171/174|400-2005|5 C.||3/6/05 000000|PUEBLA, PUE.|
40423|1|171|34 FTE.|4|3||12/10/05 000000|TLACOTEPEC DE JOSE MAZO, SAN S|
40403|1|1148|143 FTE.|136|1||14/6/05 000000|HUEJOTZINGO, PUE.|
40393|1|1083||2001|||21/4/05 000000|PUEBLA, PUE.|
40383|1|408|107|203|1||28/6/05 000000|CHOLULA, PUE.|
40373|1|1405|175 FTE.|136|1||7/7/05 000000|HUEJOTZINGO, PUE.|
40225|1|801609|1/14|359|5|38701|19/5/05 000000|PUEBLA|
40215|1|653||136|1||20/4/05 000000|HUEJOTZINGO, PUEBLA|
40205|1|1331||135|1||16/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40195|1|2373-6|||||9/2/05 000000|PUEBLA|
40185|1|726||136|1||27/4/05 000000|HUEJOTZINGO, PUEBLA|
40175|1|368||136|1||18/3/05 000000|TLAHUAPAN, PUEBLA|
40165|1|980|122|136|1||27/5/05 000000|HUEJOTZINO, PUEBLA|
40155|1|869|108|136|1||17/5/05 000000|HUEJOTZINGO, PUEBLA|
40135|2|783||136|1||4/5/05 000000|HUEJOTZINGO, PUEBLA|
40135|1|1245||135|1||7/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40125|1|1244||135|1||7/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40115|1|2||136|1||16/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40105|1|7||136|1||16/2/05 000000|SAN MARTIN TEXMELUCAN, PUEBLA|
40085|1|316-7|||M4||20/1/05 000000|PUEBLA|
40075|1|1119||135|1||21/1/05 000000|PUEBLA|
40065|1|1120||135|1||21/1/05 000000|HUEJOTZINGO, PUEBLA|
40055|1|968||135|1||12/1/05 000000|SAN MATIAS TLALANCALECA, PUEBL|
40870|1|1816||2005|||21/10/05 000000|PUEBLA, PUEBLA|
40353|1|400|105|203|1||28/6/05 000000|CHOLULA, PUE.|
40343|1|140550||40-50|V||6/7/05 000000|TECALI DE HERRERA, PUE.|
40333|1|126||2003|||6/4/05 000000|PUEBLA, PUE.|
43153|1|995140||||124211|13/6/08 000000|PUEBLA, PUE|
42983|1|17326|||||13/5/08 000000|HUEJOTZINGO, PUE|FOLIO MERCANTIL ELECTRONICO
43162|1|597|76 VTA|141|1||2/5/08 000000|HUEJOTZINGO, PUE|
43160|1|595|75|141|1||2/5/08 000000|HUEJOTZINGO, PUE|
43163|1|598|76 VTA|141|1||2/5/08 000000|HUEJOTZINGO, PUE|
43161|1|596|76 VTA|141|1||2/5/08 000000|HUEJOTZINGO, PUE|
43179|1|730|97 VTA|141|1||12/6/08 000000|HUEJOTZINGO, PUE|
43117|1|732|97 VTA|141|1||12/6/08 000000|HUEJOTZINGO, PUE|
40323|1|789||136|1||4/5/05 000000|HUEJOTZINGO, PUE.|
40313|1|799737|494/512|325/2005|5 C.||4/5/05 000000|PUEBLA, PUE.|
40293|1|887|110 FTE.|136|1||19/5/05 000000|HUEJOTZINGO, PUE.|
40283|1|731||14|2||23/3/05 000000|HUEJOTZINGO, PUE.|
40820|1|663||137|1||14/12/05 000000|HUEJOTZINGO, PUEBLA|
40810|1|927||137|1||20/1/06 000000|HUEJOTZINGO, PUEBLA|
41846|1|877775||||192469|24/9/06 000000|PUEBLA, PUE|
40582|1|341142|||||8/6/05 000000|PUEBLA, PUEBLA|
40412|1|1195|149 FTE|136|1||21/6/05 000000|HUEJOTZINGO, PUEBLA|
39952|1|622|160 VTA|203|1||12/7/05 000000|CHOLULA, PUEBLA|
40762|5|1269||137|1||27/2/06 000000|HUEJOTZINGO, PUEBLA|
40762|4|1264||137|1||27/2/06 000000|HUEJOTZINGO, PUEBLA|
40762|3|1261||137|1||27/2/06 000000|HUEJOTZINGO, PUEBLA|
40762|2|1262||137|1||27/2/06 000000|HUEJOTZINGO, PUEBLA|
40762|1|1270||137|1||27/2/06 000000|HUEJOTZINGO, PUEBLA|
40732|1|838514|||2|55555|17/1/06 000000|PUEBLA, PUEBLA|
40722|5|770||137|1||6/1/06 000000|HUEJOTZINGO, PUEBLA|
40722|4|769||137|1||6/1/06 000000|HUEJOTZINGO, PUEBLA|
40722|3|768||137|1||6/1/06 000000|HUEJOTZINGO, PUEBLA|
