id|name|created_at|updated_at
416|gerente general|2024-04-02 15:13:40|2024-04-02 15:13:40
417|nuda propiedad|2024-04-02 15:13:40|2024-04-02 15:13:40
418|otorgante|2024-04-02 15:13:40|2024-04-02 15:13:40
419|demandada|2024-04-02 15:13:40|2024-04-02 15:13:40
420|gestor oficiosa|2024-04-02 15:13:40|2024-04-02 15:13:40
421|cesionario|2024-04-02 15:13:40|2024-04-02 15:13:40
422|nudo poprietario|2024-04-02 15:13:40|2024-04-02 15:13:40
423|juez de lo civil|2024-04-02 15:13:40|2024-04-02 15:13:40
424|mutuario y garante|2024-04-02 15:13:40|2024-04-02 15:13:40
425|mutuario y garante h|2024-04-02 15:13:40|2024-04-02 15:13:40
426|albacea y heredera|2024-04-02 15:13:40|2024-04-02 15:13:40
427|donante y vendedora|2024-04-02 15:13:40|2024-04-02 15:13:40
428|donante y vendedor|2024-04-02 15:13:40|2024-04-02 15:13:40
429|nuda propitaria|2024-04-02 15:13:40|2024-04-02 15:13:40
430|doataria|2024-04-02 15:13:40|2024-04-02 15:13:40
431|abonadora|2024-04-02 15:13:40|2024-04-02 15:13:40
432|representantes|2024-04-02 15:13:40|2024-04-02 15:13:40
433|garante hipotecaria|2024-04-02 15:13:40|2024-04-02 15:13:40
434|la abonadora|2024-04-02 15:13:40|2024-04-02 15:13:40
435|revisor|2024-04-02 15:13:40|2024-04-02 15:13:40
436|doantaria|2024-04-02 15:13:40|2024-04-02 15:13:40
437|comisionado|2024-04-02 15:13:40|2024-04-02 15:13:40
438|heredero|2024-04-02 15:13:40|2024-04-02 15:13:40
439|administrador|2024-04-02 15:13:40|2024-04-02 15:13:40
440|legataria|2024-04-02 15:13:40|2024-04-02 15:13:40
441|adquiriente|2024-04-02 15:13:40|2024-04-02 15:13:40
442|amndante|2024-04-02 15:13:40|2024-04-02 15:13:40
443|mandnante|2024-04-02 15:13:40|2024-04-02 15:13:40
444|mandate|2024-04-02 15:13:40|2024-04-02 15:13:40
445|copradora|2024-04-02 15:13:40|2024-04-02 15:13:40
446|mutunte|2024-04-02 15:13:40|2024-04-02 15:13:40
447|nudo propietrio|2024-04-02 15:13:40|2024-04-02 15:13:40
448|apoderdo legal|2024-04-02 15:13:40|2024-04-02 15:13:40
449|ogligado solidario|2024-04-02 15:13:40|2024-04-02 15:13:40
450|secretario general|2024-04-02 15:13:40|2024-04-02 15:13:40
451|acreditado  y garant|2024-04-02 15:13:40|2024-04-02 15:13:40
452|enajenante y adjudic|2024-04-02 15:13:40|2024-04-02 15:13:40
453|madatario|2024-04-02 15:13:40|2024-04-02 15:13:40
454|coheredero|2024-04-02 15:13:40|2024-04-02 15:13:40
455|coheredera|2024-04-02 15:13:40|2024-04-02 15:13:40
456|cujus|2024-04-02 15:13:40|2024-04-02 15:13:40
457|donataira|2024-04-02 15:13:40|2024-04-02 15:13:40
458|nudo propitario|2024-04-02 15:13:40|2024-04-02 15:13:40
459|albacea y heredero|2024-04-02 15:13:40|2024-04-02 15:13:40
460|representate|2024-04-02 15:13:40|2024-04-02 15:13:40
461|permutante|2024-04-02 15:13:40|2024-04-02 15:13:40
462|enajenante y apodera|2024-04-02 15:13:40|2024-04-02 15:13:40
463|vendedor y donante|2024-04-02 15:13:40|2024-04-02 15:13:40
464|comprador y donatari|2024-04-02 15:13:40|2024-04-02 15:13:40
465|constitucion|2024-04-02 15:13:40|2024-04-02 15:13:40
466|vicepresidente|2024-04-02 15:13:40|2024-04-02 15:13:40
467|comradora|2024-04-02 15:13:40|2024-04-02 15:13:40
468|secretaria|2024-04-02 15:13:40|2024-04-02 15:13:40
469|donatario menor|2024-04-02 15:13:40|2024-04-02 15:13:40
470|otorgante juez de lo|2024-04-02 15:13:40|2024-04-02 15:13:40
471|mutuarios|2024-04-02 15:13:40|2024-04-02 15:13:40
472|apoderado general|2024-04-02 15:13:40|2024-04-02 15:13:40
473|cecionario|2024-04-02 15:13:40|2024-04-02 15:13:40
474|albacea definitivo|2024-04-02 15:13:40|2024-04-02 15:13:40
475|apoderada y jefa del|2024-04-02 15:13:40|2024-04-02 15:13:40
476|a favor|2024-04-02 15:13:40|2024-04-02 15:13:40
477|heredera universal|2024-04-02 15:13:40|2024-04-02 15:13:40
478|de  cujus|2024-04-02 15:13:40|2024-04-02 15:13:40
479|albacea|2024-04-02 15:13:40|2024-04-02 15:13:40
480|legatario|2024-04-02 15:13:40|2024-04-02 15:13:40
481|nudo propietrario|2024-04-02 15:13:40|2024-04-02 15:13:40
482|copropietario|2024-04-02 15:13:40|2024-04-02 15:13:40
483|otorga|2024-04-02 15:13:40|2024-04-02 15:13:40
484|apoderada general|2024-04-02 15:13:40|2024-04-02 15:13:40
485|vocal|2024-04-02 15:13:40|2024-04-02 15:13:40
486|acredor|2024-04-02 15:13:40|2024-04-02 15:13:40
487|presidenta|2024-04-02 15:13:40|2024-04-02 15:13:40
488|solicitante, donante|2024-04-02 15:13:40|2024-04-02 15:13:40
489|s. de p. r. de r. i.|2024-04-02 15:13:40|2024-04-02 15:13:40
490|albacea provisional|2024-04-02 15:13:40|2024-04-02 15:13:40
491|a.c.|2024-04-02 15:13:40|2024-04-02 15:13:40
492|en rebeldia|2024-04-02 15:13:40|2024-04-02 15:13:40
493|delegada especial|2024-04-02 15:13:40|2024-04-02 15:13:40
494|sociedad civil|2024-04-02 15:13:41|2024-04-02 15:13:41
495|donatria|2024-04-02 15:13:41|2024-04-02 15:13:41
496|mandario|2024-04-02 15:13:41|2024-04-02 15:13:41
497|vededora|2024-04-02 15:13:41|2024-04-02 15:13:41
498|constitucion de soci|2024-04-02 15:13:41|2024-04-02 15:13:41
499|enajenante en repres|2024-04-02 15:13:41|2024-04-02 15:13:41
500|estor oficiosa|2024-04-02 15:13:41|2024-04-02 15:13:41
501|abogada|2024-04-02 15:13:41|2024-04-02 15:13:41
502|deudor solidario|2024-04-02 15:13:41|2024-04-02 15:13:41
503|s. de p.r. de r.i.|2024-04-02 15:13:41|2024-04-02 15:13:41
504|vendedo|2024-04-02 15:13:41|2024-04-02 15:13:41
505|delegado especia|2024-04-02 15:13:41|2024-04-02 15:13:41
506|contratante|2024-04-02 15:13:41|2024-04-02 15:13:41
507|socia accionista|2024-04-02 15:13:41|2024-04-02 15:13:41
508|donatorio|2024-04-02 15:13:41|2024-04-02 15:13:41
509|cecionaria|2024-04-02 15:13:41|2024-04-02 15:13:41
510|apoderada leal|2024-04-02 15:13:41|2024-04-02 15:13:41
511|jefe de cobranza|2024-04-02 15:13:41|2024-04-02 15:13:41
512|repudiante|2024-04-02 15:13:41|2024-04-02 15:13:41
513|coopropietario|2024-04-02 15:13:41|2024-04-02 15:13:41
514|albacea  y heredera|2024-04-02 15:13:41|2024-04-02 15:13:41
515|el cedente|2024-04-02 15:13:41|2024-04-02 15:13:41
516|el cesionario|2024-04-02 15:13:41|2024-04-02 15:13:41
517|a favor de|2024-04-02 15:13:41|2024-04-02 15:13:41
518|albcea y heredera|2024-04-02 15:13:41|2024-04-02 15:13:41
519|solicita|2024-04-02 15:13:41|2024-04-02 15:13:41
520|albacea y adjudicata|2024-04-02 15:13:41|2024-04-02 15:13:41
521|donararia|2024-04-02 15:13:41|2024-04-02 15:13:41
522|albacea testamentari|2024-04-02 15:13:41|2024-04-02 15:13:41
523|heredera y albacea|2024-04-02 15:13:41|2024-04-02 15:13:41
524|copropietria|2024-04-02 15:13:41|2024-04-02 15:13:41
525|presidenta del conse|2024-04-02 15:13:41|2024-04-02 15:13:41
526|secretario del conse|2024-04-02 15:13:41|2024-04-02 15:13:41
527|asociacion civil|2024-04-02 15:13:41|2024-04-02 15:13:41
528|tutor principal|2024-04-02 15:13:41|2024-04-02 15:13:41
529|curador|2024-04-02 15:13:41|2024-04-02 15:13:41
530|enajenante y albacea|2024-04-02 15:13:41|2024-04-02 15:13:41
531|representantr|2024-04-02 15:13:41|2024-04-02 15:13:41
532|albacea definitiva|2024-04-02 15:13:41|2024-04-02 15:13:41
533|heredero universal|2024-04-02 15:13:41|2024-04-02 15:13:41
534|propitaria|2024-04-02 15:13:41|2024-04-02 15:13:41
535|acreedor mutuante|2024-04-02 15:13:41|2024-04-02 15:13:41
536|deudor mutuario|2024-04-02 15:13:41|2024-04-02 15:13:41
537|juez decimo primero|2024-04-02 15:13:41|2024-04-02 15:13:41
538|quien autoriza|2024-04-02 15:13:41|2024-04-02 15:13:41
539|en favor|2024-04-02 15:13:41|2024-04-02 15:13:41
540|enajenanjte|2024-04-02 15:13:41|2024-04-02 15:13:41
541|gestor oficioso|2024-04-02 15:13:41|2024-04-02 15:13:41
542|delegado|2024-04-02 15:13:41|2024-04-02 15:13:41
543|nuda propiestaria|2024-04-02 15:13:41|2024-04-02 15:13:41
544|propietaria|2024-04-02 15:13:41|2024-04-02 15:13:41
545|acreeditado|2024-04-02 15:13:41|2024-04-02 15:13:41
546|coopropietaria|2024-04-02 15:13:41|2024-04-02 15:13:41
547|vice-presidente ejec|2024-04-02 15:13:41|2024-04-02 15:13:41
548|vice-presidente fina|2024-04-02 15:13:41|2024-04-02 15:13:41
549|vice-presidente admi|2024-04-02 15:13:41|2024-04-02 15:13:41
550|asesor interno|2024-04-02 15:13:41|2024-04-02 15:13:41
551|nuda propietario|2024-04-02 15:13:41|2024-04-02 15:13:41
552|directora general|2024-04-02 15:13:41|2024-04-02 15:13:41
553|director|2024-04-02 15:13:41|2024-04-02 15:13:41
554|administradora|2024-04-02 15:13:41|2024-04-02 15:13:41
555|mandata5rio|2024-04-02 15:13:41|2024-04-02 15:13:41
556|heredera y comprador|2024-04-02 15:13:41|2024-04-02 15:13:41
557|enajenane|2024-04-02 15:13:41|2024-04-02 15:13:41
558|vendedor y solicitan|2024-04-02 15:13:41|2024-04-02 15:13:41
559|comodataria|2024-04-02 15:13:41|2024-04-02 15:13:41
560|comodante|2024-04-02 15:13:41|2024-04-02 15:13:41
561|solicitante y vended|2024-04-02 15:13:41|2024-04-02 15:13:41
562|mutuate|2024-04-02 15:13:41|2024-04-02 15:13:41
563|venderora|2024-04-02 15:13:41|2024-04-02 15:13:41
564|adquirente de usufru|2024-04-02 15:13:41|2024-04-02 15:13:41
565|donataria y solicita|2024-04-02 15:13:41|2024-04-02 15:13:41
566|pdte del consejo|2024-04-02 15:13:41|2024-04-02 15:13:41
567|srio del consejo|2024-04-02 15:13:41|2024-04-02 15:13:41
568|aduiqente|2024-04-02 15:13:41|2024-04-02 15:13:41
569|aduirente|2024-04-02 15:13:41|2024-04-02 15:13:41
570|tutor|2024-04-02 15:13:41|2024-04-02 15:13:41
571|dnataria|2024-04-02 15:13:41|2024-04-02 15:13:41
572|adquirente del usufr|2024-04-02 15:13:41|2024-04-02 15:13:41
573|adquirente de la nud|2024-04-02 15:13:41|2024-04-02 15:13:41
574|pesona moral|2024-04-02 15:13:41|2024-04-02 15:13:41
575|tstigo|2024-04-02 15:13:41|2024-04-02 15:13:41
576|tesorera|2024-04-02 15:13:41|2024-04-02 15:13:41
577|albacea y heredero u|2024-04-02 15:13:41|2024-04-02 15:13:41
578|albacea y heredera u|2024-04-02 15:13:41|2024-04-02 15:13:41
579|adquierente|2024-04-02 15:13:41|2024-04-02 15:13:41
580|jefe de area|2024-04-02 15:13:41|2024-04-02 15:13:41
581|adreditado|2024-04-02 15:13:41|2024-04-02 15:13:41
582|cesionario-acreedor|2024-04-02 15:13:41|2024-04-02 15:13:41
583|enanjenate|2024-04-02 15:13:41|2024-04-02 15:13:41
584|accionistas|2024-04-02 15:13:41|2024-04-02 15:13:41
585|presidente de consej|2024-04-02 15:13:41|2024-04-02 15:13:41
586|albacea y herdero un|2024-04-02 15:13:41|2024-04-02 15:13:41
587|enajeante|2024-04-02 15:13:41|2024-04-02 15:13:41
588|aceditado|2024-04-02 15:13:41|2024-04-02 15:13:41
589|albacea heredero|2024-04-02 15:13:41|2024-04-02 15:13:41
590|donante y heredera|2024-04-02 15:13:41|2024-04-02 15:13:41
591|adquirentente|2024-04-02 15:13:41|2024-04-02 15:13:41
592|danataria|2024-04-02 15:13:41|2024-04-02 15:13:41
593|delagado especial|2024-04-02 15:13:41|2024-04-02 15:13:41
594|c. juez segundo|2024-04-02 15:13:41|2024-04-02 15:13:41
595|demanda|2024-04-02 15:13:41|2024-04-02 15:13:41
596|pdnte. del consejo|2024-04-02 15:13:41|2024-04-02 15:13:41
597|comisario|2024-04-02 15:13:41|2024-04-02 15:13:41
598|repre y mandatario|2024-04-02 15:13:41|2024-04-02 15:13:41
599|representane legal|2024-04-02 15:13:41|2024-04-02 15:13:41
600|aceditante|2024-04-02 15:13:41|2024-04-02 15:13:41
601|gestor|2024-04-02 15:13:41|2024-04-02 15:13:41
602|adqurente|2024-04-02 15:13:41|2024-04-02 15:13:41
603|representane|2024-04-02 15:13:41|2024-04-02 15:13:41
604|revocado|2024-04-02 15:13:41|2024-04-02 15:13:41
605|heredero y albacea|2024-04-02 15:13:41|2024-04-02 15:13:41
606|en representacion|2024-04-02 15:13:41|2024-04-02 15:13:41
607|heredera y donante|2024-04-02 15:13:41|2024-04-02 15:13:41
608|el de cujus|2024-04-02 15:13:41|2024-04-02 15:13:41
609|usufructuairio|2024-04-02 15:13:41|2024-04-02 15:13:41
610|mutuantes|2024-04-02 15:13:41|2024-04-02 15:13:41
611|a bienes|2024-04-02 15:13:41|2024-04-02 15:13:41
612|comparecientes|2024-04-02 15:13:41|2024-04-02 15:13:41
613|compreciente|2024-04-02 15:13:41|2024-04-02 15:13:41
614|subdirector|2024-04-02 15:13:41|2024-04-02 15:13:41
615|anajenante|2024-04-02 15:13:41|2024-04-02 15:13:41
616|enajente|2024-04-02 15:13:41|2024-04-02 15:13:41
617|adqui rente|2024-04-02 15:13:41|2024-04-02 15:13:41
618|adquiriente|2024-04-02 15:13:41|2024-04-26 10:12:09
619|adquriente|2024-04-02 15:13:41|2024-04-02 15:13:41
620|acreedor 2do lugar|2024-04-02 15:13:41|2024-04-02 15:13:41
621|acreedor 1er lugar|2024-04-02 15:13:41|2024-04-02 15:13:41
622|mandatario|2024-04-02 15:13:41|2024-04-02 15:13:41
623|doctor|2024-04-02 15:13:41|2024-04-02 15:13:41
624|mandatario|2024-04-02 15:13:41|2024-04-02 15:13:41
625|revocante|2024-04-02 15:13:41|2024-04-02 15:13:41
626|juez decimo segundo|2024-04-02 15:13:41|2024-04-02 15:13:41
627|juez 9o. de lo civil|2024-04-02 15:13:41|2024-04-02 15:13:41
628|apoderados legales|2024-04-02 15:13:41|2024-04-02 15:13:41
629|solictante|2024-04-02 15:13:41|2024-04-02 15:13:41
630|juez 10 de lo civil|2024-04-02 15:13:41|2024-04-02 15:13:41
631|albace definitivo|2024-04-02 15:13:41|2024-04-02 15:13:41
632|adjudicataria y dona|2024-04-02 15:13:41|2024-04-02 15:13:41
633|firma a ruego y enca|2024-04-02 15:13:41|2024-04-02 15:13:41
634|fiduciario|2024-04-02 15:13:41|2024-04-02 15:13:41
635|delegado fiduciario|2024-04-02 15:13:41|2024-04-02 15:13:41
636|adquirente y gestor|2024-04-02 15:13:41|2024-04-02 15:13:41
637|representada|2024-04-02 15:13:41|2024-04-02 15:13:41
638|delegada|2024-04-02 15:13:41|2024-04-02 15:13:41
639|directo general|2024-04-02 15:13:41|2024-04-02 15:13:41
640|a quien se revoca|2024-04-02 15:13:41|2024-04-02 15:13:41
641|representen legal|2024-04-02 15:13:41|2024-04-02 15:13:41
642|declarante|2024-04-02 15:13:41|2024-04-02 15:13:41
